Id Empresa;Empresa;Departamento;Municipio; NUSD;Nombre del relleno sanitario;Estado del relleno sanitario;Fecha en que adquiri el estado;Fecha de reporte del estado;Ano de reporte de informacion;Fecha de reporte de informacion;Propietario del relleno sanitario;Latitud;Longitud;Altitud;Fecha inicio de operaciones;Fecha terminacion vida util;Vida util (meses);area media que contiene residuos (m2);Profundidad media de los residuos (m);Tiene cerco perimetral;Tiene caseta de entrada;Tiene drenaje de lixiviados;Cuenta con drenaje de aguas lluvias;Tiene impermeabilizacion de fondo;Tipo de impermeabilizacion de fondo;Tiene cobertura final;Tipo de cobertura final;Tiene estacion de pesaje;Aplica compactacion a los residuos dispuestos;Compactacion aplicada a los residuos dispuestos (T/m3);Capacidad de diseno del relleno sanitario (m3);Capacidad disponible (m3);Tipo de relleno sanitario;Tipo de residuos dispuestos;Caracterizacion de residuos;Organicos (%);Vidrio (%);Metal (%);Plastico (%);Papel (%);Carton (%);Otros organicos (%);Otros inorganicos (%);Fecha ultima caracterizacion;Sistema de drenaje de gases;Cantidad de pozos verticales (chimeneas y horizontales);Cuenta con un proyecto de biogas;Tiene programado desarrollar un proyecto de biogas en los proximos cinco (5) anos;Caudal de biogas en la estacion de quemado (m3/h);Contenido de metano en la estacion de quemado (%);Cantidad de lixiviado producido (L/s);Cantidad de lixiviado tratado (L/s);Representante legal de la empresa;Telefono de contacto;Correo electronico de la empresa
740;EMPRESA DE SERVICIOS PUBLICOS VARIOS DE PUPIALES ;NARINO;PUPIALES;10244;LA CONCORDIA;1|EN OPERACION;20/02/2009;20/02/2009;2009;23/11/2010;Empresa;3.98033615;-76.21435089;ND;16/01/1998;ND;0;0;0;NO;NO;NO;NO;NO;Tierra;SI;No aplica;NO;NO;ND;ND;0;Relleno sanitario;escombros-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;10;10;Sandra Ceballos Mocondino;1111111;gerencia@emserp.gov.co
20690;EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DEEL  PAUJIL E.S.P.;CAQUETA;EL DONCELLO;10245;EL QUEBRADON;1|EN OPERACION;20/02/2009;20/02/2009;2006;20/02/2009;Otro;3.98033615;-76.21435089;480;ND;31/10/2025;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;NILSON VALENCIA MARTINEZ;4314182;empaujil@latinmail.com
1277;JUNTA DE SERVICIOS PUBLICOS DE ARBELAEZ;CUNDINAMARCA;GIRARDOT;10323;PRADERAS DEL MAGDALENA;1|EN OPERACION;23/02/2009;23/02/2009;2006;23/02/2009;Empresa;3.98033615;-76.21435089;ND;ND;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;GISEL KARINA GARZON AVELLANEDA;8686028;serviciospublicos@arbelaez-cundinamarca.gov.co
4930;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNCIPIO DE TUTA;BOYACA;TUNJA;10343;RELLENO SANITARIO DE PIRGUA;1|EN OPERACION;24/02/2009;24/02/2009;2006;24/02/2009;Municipio;3.98033615;-76.21435089;2800;ND;31/12/2018;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;WILBLIN YESID SOTO MONROY;7351011;alcaldia@tuta-boyaca.gov.co
5;MUNICIPIO DE CURILLO - CAQUETA;CAQUETA;CURILLO;10493;BASURERO MUNICIPAL;1|EN OPERACION;6/03/2009;6/03/2009;2009;8/08/2011;Municipio;3.98033615;-76.21435089;141;11/01/2002;31/12/2019;0;540;2;SI;SI;SI;SI;NO;ND;NO;Arcilla;NO;NO;ND;ND;2160;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;ND;ND;JOSE FERRIN REALPE OROBIO;4302100;alcaldia@curillo-caqueta.gov.co
251;EMPRESA DE SERVICIOS P˜BLICOS DE GRANADA ESP -  META;META;GRANADA;10533;LA GUARATARA;1|EN OPERACION;9/03/2009;19/05/2015;2011;10/05/2012;Empresa;3.98033615;-76.21435089;392;1/08/1989;14/10/2035;2015;100000;8;SI;SI;SI;SI;NO;Tierra;SI;Tierra;SI;SI;600;ND;6533.32;Relleno sanitario;ordinarios-industriales-escombros-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;2;NO;SI-reduccion de emisiones (quema);ND;ND;0.06;0.06;OSCAR RODRIGUEZ MEDINA;6500765;gerencia@espgranadameta.gov.co
174;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE FOSCA CUNDINAMARCA;BOGOTA;BOGOTA;10553;DO?A JUANA;1|EN OPERACION;13/03/2009;13/03/2009;2007;24/07/2009;Otro;3.98033615;-76.21435089;ND;ND;ND;ND;ND;ND;NO;NO;NO;NO;NO;ND;NO;ND;NO;NO;ND;ND;ND;Relleno sanitario;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;JOSE GILBERTO REY ROMERO;8490001;serviciospublicos@fosca-cundinamarca.gov.co
1568;EMPRESA DE SERVICIOS P˜BLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE CHIPATA - DEPENDENCIA MUNICIPAL;SANTANDER;SAN GIL;10653;EL CUCHARO;1|EN OPERACION;31/03/2009;31/03/2009;2006;31/03/2009;Empresa;3.98033615;-76.21435089;0;ND;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;EMILSE SANTAMARIA CASTILLO;7565494;contactenos@chipata-santander.gov.co
131;EMPRESA DE SERVICIOS PUBLICOS DE BOSCONIA E.S.P.;CESAR;BOSCONIA;10793;RELLENO SANITARIO;1|EN OPERACION;25/04/2009;25/04/2009;2007;12/09/2009;Municipio;3.98033615;-76.21435089;ND;11/07/1997;ND;ND;ND;ND;SI;SI;NO;NO;SI;ND;NO;Tierra;NO;NO;0.5;ND;ND;Relleno sanitario;ordinarios-escombros-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;0;0;JEAN CARLOS TRUJILLO PABON;5779933;contactenos@empobosconiaesp.gov.co
130;EMPRESA DE SERVICIOS PUBLICOS DE AGUSTIN CODAZZI  E.S.P.;CESAR;AGUSTIN CODAZZI;10853;SAN RAMON;1|EN OPERACION;28/04/2009;28/04/2009;2002;28/04/2009;Municipio;3.98033615;-76.21435089;34;8/09/1995;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;ANTONIO DE JESUS ORCASITA ZULETA;5581152;emcodazzi2005@yahoo.es
174;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE FOSCA CUNDINAMARCA;CUNDINAMARCA;FOSCA;10873;DO?A JUAN ;1|EN OPERACION;2/05/2009;2/05/2009;2007;24/07/2009;Empresa;3.98033615;-76.21435089;0;29/02/2000;ND;ND;ND;ND;NO;NO;NO;NO;NO;ND;NO;ND;NO;NO;ND;ND;ND;Relleno sanitario;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;JOSE GILBERTO REY ROMERO;8490001;serviciospublicos@fosca-cundinamarca.gov.co
21917;EMPRESA PUEBLORRIQUEãA DE ACUEDUCTO;ANTIOQUIA;PUEBLORRICO;11054;LA TROCHA;1|EN OPERACION;18/05/2009;18/05/2009;2013;27/09/2016;Municipio;3.98033615;-76.21435089;ND;13/11/2007;1/01/2028;60;775;34;SI;SI;SI;SI;NO;ND;NO;Tierra;NO;NO;ND;ND;1392;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;12;ND;ND;ND;ND;ND;ND;JHON JAIME ZAPATA ARISMENDY;8498274;gerencia@epaaapueblorrico.gov.co
21767;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE CISNEROS S.A. E.S.P.;ANTIOQUIA;SAN ROQUE;11173;RELLENO SANITARIO MUNICIPAL;1|EN OPERACION;29/05/2007;2/06/2009;2011;24/07/2012;Otro;3.98033615;-76.21435089;940;ND;30/06/2013;108;10000;3;SI;SI;SI;SI;NO;Sintetico;SI;Tierra;NO;SI;120;ND;4900;Relleno sanitario;ordinarios-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;0;NO;NO;ND;ND;0.03;0;JUAN CRISTOBAL GRANDA MARIN;8632098;empresaspublicasdecisneros@gmail.com
806;BIOAGRICOLA DEL LLANO S.A  EMPRESA DE SERVICIOS PUBLICOS;META;VILLAVICENCIO;11314;BIOAGRICOLA DEL LLANO S.A.;1|EN OPERACION;8/06/2009;30/03/2011;2016;16/02/2017;Empresa;3.98033615;-76.21435089;428.6;1/01/1996;21/12/2040;396;90000;30;SI;SI;SI;SI;NO;ND;NO;Arcilla;SI;SI;1.14;ND;4812.62;Relleno sanitario;ND;SI;69.9;2.5;0.6;12.4;3.5;3.9;0;7.5;1/10/2015;Pasivo;44;ND;ND;ND;ND;ND;ND;MARBEL ASTRID TORRES PARDO;6819100;matorres@grupodellano.com
724;UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS ACUEDUCTO ALCANTARILLADO Y ASEO;SANTANDER;BARICHARA;11333;CARCAVA I FINCA PALOMARES;1|EN OPERACION;9/06/2009;9/06/2009;2009;23/08/2010;Municipio;3.98033615;-76.21435089;ND;22/10/2003;24/02/2017;36;10000;4;SI;NO;SI;SI;NO;Sintetico;SI;Tierra;NO;NO;ND;ND;40000;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;5;NO;NO;ND;ND;0;0;ISRAEL ALONSO  AGON  PEREZ;7267162;alcaldia@barichara-santander.gov.co
724;UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS ACUEDUCTO ALCANTARILLADO Y ASEO;SANTANDER;BARICHARA;11353;CARCAVA I FINCA PALOMARES;1|EN OPERACION;9/06/2009;9/06/2009;2009;23/08/2010;Municipio;3.98033615;-76.21435089;ND;22/10/2003;24/02/2017;36;10000;4;SI;NO;SI;SI;NO;Sintetico;SI;Tierra;NO;NO;ND;ND;40000;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;5;NO;NO;ND;ND;0;0;ISRAEL ALONSO  AGON  PEREZ;7267162;alcaldia@barichara-santander.gov.co
20329;EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE  BARAYA HUILA;HUILA;NEIVA;11433;LOS ANGELES;1|EN OPERACION;18/06/2009;18/06/2009;2007;18/06/2009;Empresa;3.98033615;-76.21435089;514;ND;26/12/2026;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;SI;NO;1;ND;ND;Relleno sanitario;ordinarios-industriales-escombros-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.3;0.3;LUZ ADRIANA NARVAEZ HERNANDEZ;8788716;CONTACTENOS@EMPUBARAYAESP.GOV.CO
20329;EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE  BARAYA HUILA;HUILA;NEIVA;11453;LOS ANGELES;1|EN OPERACION;18/06/2009;18/06/2009;2007;18/06/2009;Empresa;3.98033615;-76.21435089;514;ND;26/12/2026;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;SI;NO;1;ND;ND;Relleno sanitario;ordinarios-industriales-escombros-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.3;0.3;LUZ ADRIANA NARVAEZ HERNANDEZ;8788716;CONTACTENOS@EMPUBARAYAESP.GOV.CO
2259;EMPRESAS P˜BLICAS MUNICPALES DE SEVILLA E.S.P. EN LIQUIDACI”N;VALLE DEL CAUCA;SEVILLA;11513;RELLENO SANITARIO;1|EN OPERACION;25/06/2009;25/06/2009;2002;25/06/2009;Municipio;3.98033615;-76.21435089;0;ND;31-12-0207;ND;ND;ND;SI;SI;NO;NO;NO;ND;NO;Tierra;NO;NO;0;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;0;0;Jorge Hernan Solano Delgado;2192303;epmsevilla@hotmail.com
20650;MUNICIPIO DE CARAMANTA;ANTIOQUIA;CARAMANTA;11594;RELLENO SANITARIO EL JARDIN;1|EN OPERACION;26/06/2009;26/06/2009;2008;26/06/2009;Municipio;3.98033615;-76.21435089;2050;27/07/2004;30/11/2014;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;0.25;ND;ND;Relleno sanitario;ordinarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.1;0.1;Juan Guillermo Valencia Alvarez;8553358;administracion@edatel.net.co
2463;EMPRESA DE SERVICIOS PUBLICOS DE SAN BERNARDO - EMPOSAN  E.S.P.;NARINO;SAN BERNARDO;11893;CENTRO AMBIENTAL LA FLORIDA;1|EN OPERACION;27/07/2009;27/07/2009;2008;13/08/2009;Municipio;3.98033615;-76.21435089;ND;18/01/2008;31/12/2015;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;NO;NO;3;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0;0;OSCAR EMIGDIO RIVERA ERASO;7264745;emposanesp@yahoo.es
21784;EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE MANI  S.A.  E.S.P.;CASANARE;MANI;11933;RELLENO  SANITARIO;1|EN OPERACION;12/08/2009;12/08/2009;2007;12/08/2009;Municipio;3.98033615;-76.21435089;200;1/06/2007;3/10/2008;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;NO;NO;0.45;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;4;4;DORYS HOLGUIN PARRA;6381720;eaaam.sa.esp@gmail.com
650;EMPRESA INDUSTRIAL Y COMERCIAL DE SERVICIOS PUBLICOS DE CHIQUINQUIRA;BOYACA;CHIQUINQUIRA;11953;CARAPACHO;1|EN OPERACION;13/08/2009;13/08/2009;2016;21/06/2017;Municipio;3.98033615;-76.21435089;2552;1/07/2005;ND;145;154;3;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;SI;SI;0.8;ND;22986.65;Relleno sanitario;ordinarios-;SI;40;0.8;2;12.1;0.6;1.6;21.2;13;28/06/2016;Activo;40;NO;NO;ND;ND;0.37;0.37;ALVARO JAVIER VARGAS BELLO;7262601;sistemas@empochiquinquira.gov.co
1149;EMPRESA DE SERVICIOS  PUBLICOS DE GUATAPE S.A.S E.S.P;ANTIOQUIA;GUATAPE;11973;MIRAFLORES;1|EN OPERACION;14/08/2009;14/08/2009;2011;22/02/2013;Municipio;3.98033615;-76.21435089;0;1/01/2003;31/12/2025;600;28484;16.68;SI;SI;SI;NO;NO;ND;NO;Tierra;NO;NO;ND;ND;68192;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;8;ND;ND;ND;ND;ND;ND;FEDERICO GIRALDO FLOREZ;8611241;serviciospublicosguatape@guatape-antioquia.gov.co
1101;SECRETARIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE SESQUILÄ;CUNDINAMARCA;BOJACA;11993;NUEVO MONDOí€?EDO SA ESP;1|EN OPERACION;21/08/2009;21/08/2009;2006;21/08/2009;Empresa;3.98033615;-76.21435089;2640;ND;3/06/1935;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;NELSON URIEL ROBAYO LOPEZ;8568104;sspdsesquile@gmail.com
21924;MUNICIPIO DE GRANADA;ANTIOQUIA;GRANADA;12034;RELLENO SANITARIO GRANADA;1|EN OPERACION;28/08/2009;28/08/2009;2009;7/05/2010;Municipio;3.98033615;-76.21435089;ND;1/01/1957;ND;7;20000;1;SI;SI;SI;SI;NO;Ninguno;SI;Limo;NO;SI;0.2;ND;8000;Relleno sanitario;ordinarios-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;10;NO;NO;ND;ND;0.03;0.03;NELSON ARMANDO GARCIA AMAYA;8320548;gobiernogranadaant@gmail.com
20476;OFICINA MUNICIPAL DE SERVICIOS PUBLICOS PARA LA PRESTACION DE LOS SERVICIOS DE ACUEDUCTO;CUNDINAMARCA;VILLAPINZON;12053;RELLENO SANITARIO VILLAPINZON;1|EN OPERACION;28/08/2009;28/08/2009;2009;30/12/2010;Municipio;3.98033615;-76.21435089;ND;24/12/2002;ND;24;1000;3.5;SI;SI;NO;NO;NO;Arcilla;SI;Sintetico;NO;NO;ND;ND;3500;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;20;20;NELSON JAVIER TORRES ROMERO;8565125;serviciospublicos@villapinzon-cundinamarca.gov.co
2147;BIORGANICOS DEL SUR DEL HUILA S.A  E.S.P. ;HUILA;PITALITO;12074;BIORGANICOS DEL SUR;1|EN OPERACION;2/01/2006;22/10/2010;2016;9/09/2019;Empresa;3.98033615;-76.21435089;ND;2/01/2006;ND;42;16800;7;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;SI;SI;0.9;ND;80742.63;Relleno sanitario;ordinarios-;SI;3.4;8.9;3.5;8.5;8.5;4.6;45.6;54.4;17/09/2016;Activo y Pasivo;16;NO;NO;ND;ND;7049840;7049840;EDNA YOLIMA CALDERON OME;8365606;biorganicosdelsur@yahoo.es
22322;AGUAS DEL NORTE ANTIOQUEãO S.A E.S.P;ANTIOQUIA;YARUMAL;12113;YARUMOS II;1|EN OPERACION;7/09/2009;13/12/2011;2009;26/07/2011;Empresa;3.98033615;-76.21435089;2300;1/08/2008;25/09/2010;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;NO;NO;0.5;ND;ND;Relleno sanitario;ordinarios-industriales-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;0;ND;ND;ND;ND;11;11;SERGIO ACEVEDO GUTIERREZ;8536868;aguasdelnorteant@gmail.com
20375;EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE MOCOA ;PUTUMAYO;MOCOA;12153;RELLENO SANITARIO DE MOCOA;1|EN OPERACION;8/09/2009;8/09/2009;2010;1/03/2011;Municipio;3.98033615;-76.21435089;570;16/03/2005;8/03/2019;180;7585;7;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;NO;SI;0.8;ND;55;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;22;NO;NO;ND;ND;0.15;0.15;LUIS JAIRO YELA PEREZ;4295976;esmocoa_esp@yahoo.com
2150;AGUAS DEL PUERTO S.A E.S.P;ANTIOQUIA;PUERTO BERRIO;12343;LA TABACA;1|EN OPERACION;2/10/2009;2/10/2009;2016;4/08/2017;Otro;3.98033615;-76.21435089;186;1/02/2006;16/09/2013;68;48000;7.9;SI;SI;SI;SI;NO;Tierra;SI;Tierra;NO;SI;0.6;ND;178908;Relleno sanitario;ordinarios-industriales-poda de arboles y cesped;SI;55.32;2.44;1.58;10.62;3.85;1.73;5.01;19.45;15/07/2014;Pasivo;37;NO;NO;ND;ND;0.03;0.02;JAIME ORLANDO MAZO LOAIZA;8332028;aguasdelpuertocontratacion@gmail.com
22323;AGUAS DEL NORDESTE S.A.  E.S.P. ;ANTIOQUIA;REMEDIOS;12373;PUENTE ROTO;1|EN OPERACION;7/10/2009;7/10/2009;2008;7/10/2009;Municipio;3.98033615;-76.21435089;ND;1/08/2008;ND;ND;ND;ND;SI;NO;SI;SI;SI;ND;NO;Tierra;NO;NO;1;ND;ND;Relleno sanitario;ordinarios-hospitalarios-industriales-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.3;0.3;DORA ELENA  BALVIN  AGUDELO ;8303555;aguasdelnordeste@yahoo.com
22303;EMPRESA DE SERVICIOS PUBLICOS DE TOCANCIPA S.A.  E.S.P.;CUNDINAMARCA;BOJACA;12394;RELLENO SANITARIO NUEVO MONDOí€Œ±EDO S.A. ESP;1|EN OPERACION;13/10/2009;13/10/2009;2008;30/10/2009;Otro;3.98033615;-76.21435089;2645;ND;2/06/1935;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Sintetico;SI;NO;1;ND;ND;Relleno sanitario;ordinarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;32.85;32.85;LISANDRO RODRIGUEZ HAMON;8788339;serviciostocancipa@gmail.com
2566;JUNTA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE SAN ANTONIO DEL TEQUENDAMA;CUNDINAMARCA;BOJACA;12395;NUEVO MODOí€?í‰Œ±EDO;1|EN OPERACION;13/10/2009;13/10/2009;2007;13/10/2009;Empresa;3.98033615;-76.21435089;ND;ND;3/06/1937;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;FIDEL  MARTINEZ  PALACIOS ;8450055;sananton@cundinamarca.gov.oc
311;ALCALDIA MUNICIPIO DE LA CRUZ;NARINO;LA CRUZ;12413;LLANOGRANDE;1|EN OPERACION;24/04/1908;14/10/2009;2006;15/12/2009;Municipio;3.98033615;-76.21435089;2280;24/04/1908;6/02/2006;ND;ND;ND;SI;NO;NO;NO;NO;ND;NO;Tierra;NO;NO;0.6;ND;ND;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;0;0;ALEXANDER REALPE RUBIO;7266109;alcaldia.cruz@hotmail.com
579;DIRECCION MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE AMAGA ANTIOQUIA;ANTIOQUIA;AMAGA;12496;RELLENO SANITARIO DE AMAGA;1|EN OPERACION;7/03/2000;29/03/2010;2006;11/06/2010;Otro;3.98033615;-76.21435089;1450;31/12/1996;7/08/2006;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;70;ND;ND;Relleno sanitario;ordinarios-hospitalarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;0;ND;ND;ND;ND;0.08;0.08;AUXILIO DEL SOCORRO ZAPATA ;8472122;planeacionamaga2007@edatel.net.co
3218;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE SOLITA S.A. E.S.P.;CAQUETA;SOLITA;12694;SOLITA;1|EN OPERACION;13/11/2009;13/11/2009;2006;13/11/2009;Municipio;3.98033615;-76.21435089;230;8/09/2000;ND;ND;ND;ND;SI;NO;SI;SI;NO;ND;NO;Arena;NO;NO;0;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;0;0;ELIAS MURILLO CRIOLLO;8944974;emsersol@hotmail.com
20335;EMPRESA DE ASEO Y RECICLAJE DE SINCE SERES;SUCRE;SAN LUIS DE SINCE;12714;PUERTO MONTA;1|EN OPERACION;14/11/2009;14/11/2009;2008;1/12/2009;Municipio;3.98033615;-76.21435089;ND;10/05/1993;10/08/2011;ND;ND;ND;SI;SI;NO;SI;SI;ND;NO;Tierra;NO;NO;400;ND;ND;Relleno sanitario;ordinarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;0;0;MANUEL DE JESUS MARTINEZ RAMIREZ;2998769;seressince@yahoo.com
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;GALAPA;12736;PARQUE AMBIENTAL LOS POCITOS;1|EN OPERACION;18/11/2009;21/12/2009;2016;15/02/2017;Empresa;3.98033615;-76.21435089;30;27/11/2003;3/03/1939;360;148722.17;20;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;SI;SI;1.23;ND;16226357.67;Relleno sanitario;ordinarios-industriales-peligrosos-escombros-poda de arboles y cesped;SI;69;4;2;5;5;4;10;2;17/10/2016;Activo y Pasivo;157;NO;SI-reduccion de emisiones (quema);ND;ND;2.3;2.2;GUILLERMO ENRIQUE PENA BERNAL;3614000;info@aaa.com.co
579;DIRECCION MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE AMAGA ANTIOQUIA;ANTIOQUIA;AMAGA;12753;RELLENO SANITARIO DE AMAGA;2|CERRADO;7/03/2000;29/03/2010;2006;19/11/2009;Otro;3.98033615;-76.21435089;1450;31/12/1996;7/08/2006;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;AUXILIO DEL SOCORRO ZAPATA ;8472122;planeacionamaga2007@edatel.net.co
2086;EMPRESA DE ACUEDUCTO;CASANARE;YOPAL;12773;MACONDO;1|EN OPERACION;23/11/2009;23/11/2009;2016;31/03/2017;Municipio;3.98033615;-76.21435089;270;5/02/2002;1/05/2011;83;4822;6.75;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;SI;SI;1;ND;91895;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;55;2;2;12;1;1;7;20;19/10/2016;Pasivo;2;SI-reduccion de emisiones (quema);SI-reduccion de emisiones (quema);0;0;1.5;1.5;BRAULIO CASTELBLACO VARGAS;6345001;eaaay@eaaay.gov.co
6;EMPRESA DE SERVICIOS P˜BLICOS DE SOATA;BOYACA;SOATA;12993;EL ARENAL;1|EN OPERACION;12/12/2009;12/12/2009;2011;10/02/2012;Empresa;3.98033615;-76.21435089;1732;19/08/1989;ND;18;400;4.5;SI;NO;SI;SI;NO;Sintetico;SI;Tierra;NO;SI;3;ND;3600;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;6;NO;NO;ND;ND;0;0;AYDEN ASTRY DELGADO RONDON;7880189;emposoataesp@latinmail.com
